Sample,X,Y,Z
665,-0.9749,-0.0027,-0.0642
666,-1.0051,0.0168,0.0078
667,-1.0190,0.0488,-0.0044
668,-0.9849,0.0469,-0.0430
669,-0.9973,0.0168,0.0288
670,-1.0051,-0.0122,0.0090
671,-1.0024,-0.0078,-0.0486
672,-1.0247,0.0164,0.0046
673,-1.0149,0.0303,-0.0059
674,-0.9771,0.0339,-0.0557
675,-0.9915,0.0227,-0.0215
676,-1.0032,-0.0076,0.0115
677,-0.9897,-0.0132,-0.0264
678,-0.9976,0.0237,-0.0347
679,-1.0022,0.0569,-0.0071
680,-0.9973,0.0544,-0.0044
681,-1.0007,0.0110,-0.0049
682,-1.0044,-0.0137,0.0237
683,-1.0151,-0.0134,0.0151
684,-1.0200,-0.0037,-0.0210
685,-1.0002,0.0037,-0.0144
686,-0.9778,0.0242,-0.0156
687,-0.9651,0.0430,-0.0325
688,-0.9641,0.0286,-0.0244
689,-0.9917,0.0095,0.0068
690,-1.0139,-0.0110,-0.0139
691,-0.9927,-0.0193,-0.0457
692,-0.9888,0.0151,-0.0249
693,-1.0100,0.0518,0.0078
694,-1.0032,0.0420,-0.0017
695,-1.0032,0.0107,0.0195
696,-1.0188,0.0002,0.0195
697,-1.0100,0.0146,-0.0295
698,-1.0044,0.0117,-0.0105
699,-1.0012,0.0090,0.0164
700,-0.9590,0.0208,-0.0442
701,-0.9504,0.0393,-0.0300
702,-0.9973,0.0413,0.0344
703,-0.9956,-0.0034,-0.0151
704,-0.9683,-0.0239,-0.0476
705,-0.9961,0.0212,0.0034
706,-1.0132,0.0581,-0.0002
707,-0.9973,0.0364,-0.0039
708,-1.0012,0.0078,0.0198
709,-1.0081,0.0017,-0.0127
710,-1.0073,0.0073,-0.0466
711,-1.0100,0.0129,-0.0027
712,-0.9934,0.0247,-0.0061
713,-0.9800,0.0374,-0.0579
714,-0.9905,0.0405,-0.0300
715,-1.0100,0.0234,0.0186
716,-1.0103,-0.0112,-0.0291
717,-0.9927,-0.0242,-0.0508
718,-1.0012,0.0020,0.0049
719,-1.0151,0.0300,0.0054
720,-1.0034,0.0317,-0.0120
721,-0.9973,0.0059,0.0142
722,-1.0076,-0.0098,0.0137
723,-1.0034,-0.0154,-0.0232
724,-0.9849,-0.0076,-0.0007
725,-0.9875,0.0186,0.0071
726,-0.9797,0.0276,-0.0374
727,-0.9792,0.0137,-0.0112
728,-0.9944,0.0093,0.0046
729,-0.9946,-0.0029,-0.0398
730,-0.9927,0.0037,-0.0393
731,-1.0159,0.0325,0.0032
732,-1.0090,0.0486,-0.0112
733,-0.9871,0.0396,-0.0256
734,-1.0142,0.0093,0.0227
735,-1.0139,-0.0037,0.0056
